"domain";"phylum";"class";"order";"family";"genus";"species"
"OTU_14054";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Nostocaceae";NA;NA
"OTU_14057";"Bacteria";"Dormibacterota";"Dormibacteria";"Dormibacterales";"Dormibacteraceae";NA;NA
"OTU_14060";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"UBA7879";"UBA5542";"2-01-FULL-41-14";NA
"OTU_14063";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14074";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";"QHYU01";NA
"OTU_14075";"Bacteria";"Acidobacteriota";"Holophagae";"Holophagales";"Holophagaceae";"Holophaga";NA
"OTU_14078";"Bacteria";"Bdellovibrionota";"Oligoflexia";"Oligoflexales";"Bog-1112";"BOG-1112";NA
"OTU_14079";"Bacteria";"Desulfobacterota";"Desulfomonilia";"Desulfomonilales";"Desulfomonilaceae";"Desulfomonile";NA
"OTU_1408";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_14081";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_14082";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_14083";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_1409";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_14099";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"SCN-69-37";"SCN-69-37";NA
"OTU_141";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_14100";"Bacteria";"Caldisericota";"Caldisericia";"Cryosericales";"Cryosericaceae";"Cryosericum";NA
"OTU_14101";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Pseudopelobacteraceae";NA;NA
"OTU_14105";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";"Methylomonas";NA
"OTU_1412";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_14128";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Jatrophihabitantaceae";"Jatrophihabitans";NA
"OTU_14129";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";NA;NA
"OTU_1413";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Palsa-1447";NA
"OTU_14131";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_14133";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";NA;NA
"OTU_14134";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";NA;NA
"OTU_14147";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";"Edaphobacter";NA
"OTU_14148";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_14149";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";NA;NA
"OTU_14151";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_14153";"Bacteria";"Patescibacteria";"UBA1384";"2-12-FULL-50-11";"2-12-FULL-50-11";"2-12-FULL-50-11";NA
"OTU_14157";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14158";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Thiobacillaceae";"Thiobacillus";NA
"OTU_14159";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";NA;NA
"OTU_14170";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_14173";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14174";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_1419";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Mycobacteriaceae";"Rhodococcus";NA
"OTU_14197";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";"Fen-1528";NA
"OTU_142";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";NA
"OTU_14200";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_14202";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Chromobacteriaceae";"Chromobacterium";NA
"OTU_14203";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14204";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Palsa-1447";NA
"OTU_1421";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Solibacter";NA
"OTU_14218";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_14219";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_14221";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_14223";"Bacteria";"Chloroflexota";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";NA;NA
"OTU_14224";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_14227";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA5272";"UBA11704";NA
"OTU_14248";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_14251";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14252";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";"Legionella";NA
"OTU_14271";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_14274";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_14275";"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";NA;NA
"OTU_14278";"Bacteria";"Patescibacteria";"Doudnabacteria";"UBA920";"O2-02-FULL-48-8";NA;NA
"OTU_14281";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_14293";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_14294";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Nostocaceae";"LE011-02";NA
"OTU_14296";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Palsa-1150";NA
"OTU_14298";"Bacteria";"Patescibacteria";"Saccharimonadia";"UBA4664";"UBA4664";"UBA4664";NA
"OTU_143";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"RAAP-2";"RAAP-2";NA
"OTU_14300";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium";NA
"OTU_14301";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14302";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14303";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";NA;NA
"OTU_1431";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Palsa-1447";NA
"OTU_14316";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7540";"UBA7540";"UBA7540";NA
"OTU_14317";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"UBA8621";NA
"OTU_14318";"Bacteria";"Chloroflexota";"Anaerolineae";"UBA3071";"CG2-30-64-16";"CG2-30-64-16";NA
"OTU_14320";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_14322";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Polynucleobacter";NA
"OTU_1433";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas";NA
"OTU_14336";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";NA;NA
"OTU_14337";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_14338";"Bacteria";"Chloroflexota";"Chloroflexia";"Chloroflexales";"Chloroflexaceae";NA;NA
"OTU_14339";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_14342";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_14343";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_14358";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";NA;NA
"OTU_14359";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA6906";NA;NA
"OTU_1436";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_14360";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_14379";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"Ilumatobacteraceae";NA;NA
"OTU_1438";"Bacteria";"Bdellovibrionota";"Oligoflexia";"Silvanigrellales";"Silvanigrellaceae";"Silvanigrella";NA
"OTU_14380";"Bacteria";"Bacteroidota";"Ignavibacteria";"Ignavibacteriales";"Ignavibacteriaceae";"Ignavibacterium";NA
"OTU_14381";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";"Palsa-1478";NA
"OTU_14382";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_14384";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14385";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_14399";"Bacteria";"Armatimonadota";"Fimbriimonadia";"Fimbriimonadales";"Fimbriimonadaceae";NA;NA
"OTU_144";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Roseiarcus";NA
"OTU_1440";"Bacteria";"Nitrospirota";"Thermodesulfovibrionia";"Thermodesulfovibrionales";"UBA9935";"Fen-1308";NA
"OTU_14400";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_14401";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";"Palsa-1478";NA
"OTU_14403";"Bacteria";"Omnitrophota";"Koll11";"2-02-FULL-51-18";"2-02-FULL-51-18";"20-14-0-80-50-8";NA
"OTU_14404";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_14405";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_1442";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"UBA1930";NA
"OTU_14421";"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";"Fundidesulfovibrio";NA
"OTU_14422";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_14442";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_14447";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_14450";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";"Palsa-1392";NA
"OTU_14463";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Nakamurellaceae";"Nakamurella";NA
"OTU_14465";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA5272";"UBA11704";NA
"OTU_14466";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Rickettsia";NA
"OTU_1448";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"PALSA-1355";"LB-PLM-3";NA
"OTU_14485";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_14488";"Bacteria";"Planctomycetota";"Planctomycetes";"Planctomycetales";"Planctomycetaceae";"SXKJ01";NA
"OTU_14491";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14493";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";"13-2-20CM-66-19";NA
"OTU_145";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_1450";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Gp7-AA8";"Gp7-AA8";"Gp7-AA10";NA
"OTU_14516";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_14517";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_14519";"Bacteria";"Cyanobacteria";"Vampirovibrionia";"Gastranaerophilales";"Gastranaerophilaceae";NA;NA
"OTU_14521";"Bacteria";"Dormibacterota";"Dormibacteria";"Dormibacterales";"Dormibacteraceae";"40CM-4-65-16";NA
"OTU_14522";"Bacteria";"Fibrobacterota";"Chitinivibrionia";"Chitinivibrionales";"Chitinispirillaceae";"FEN-1185";NA
"OTU_14523";"Bacteria";"Firmicutes_C";"Negativicutes";"Veillonellales";"Megasphaeraceae";"Megasphaera";NA
"OTU_14527";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"SM23-39";"PALSA-1448";NA
"OTU_1454";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";NA;NA
"OTU_14544";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Phormidiaceae";"Kamptonema";NA
"OTU_14545";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"Elusimicrobiales";"UBA9959";NA;NA
"OTU_14546";"Bacteria";"Omnitrophota";"Koll11";"2-02-FULL-51-18";"2-02-FULL-51-18";"20-14-0-80-50-8";NA
"OTU_14547";"Bacteria";"Omnitrophota";"Koll11";"UBA6215";"UBA6215";"2-02-FULL-50-19";NA
"OTU_14549";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_1455";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_14550";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14551";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_14570";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bog-159";NA
"OTU_14572";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"GCA-2401785";"GCA-2401785";NA
"OTU_14574";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_14575";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Polynucleobacter";NA
"OTU_14576";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14577";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Parachlamydiaceae";"Protochlamydia";NA
"OTU_14578";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";"Palsa-1392";NA
"OTU_14594";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_14595";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"UBA10416";"UBA10416";NA
"OTU_14596";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_14597";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Erythrobacter";NA
"OTU_1460";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Phenylobacterium";NA
"OTU_14600";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Polynucleobacter";NA
"OTU_1461";"Bacteria";"Firmicutes_A";"Clostridia";"Clostridiales";"Clostridiaceae";NA;NA
"OTU_14613";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_14614";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";NA;NA
"OTU_14616";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";"GWA1-52-35";NA
"OTU_14620";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Vibrionaceae";"Photobacterium";NA
"OTU_14639";"Bacteria";"Bacteroidota";"Bacteroidia";"AKYH767";"2-12-FULL-35-15";"2-12-FULL-35-15";NA
"OTU_1464";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_14640";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cytophagaceae";"Cytophaga";NA
"OTU_14641";"Bacteria";"Firmicutes_A";"Clostridia";"Peptostreptococcales";"Peptostreptococcaceae";NA;NA
"OTU_14642";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_14644";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_14645";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"SCTM01";NA
"OTU_14647";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";"Palsa-1392";NA
"OTU_1465";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium";NA
"OTU_1466";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_14662";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_14663";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_14664";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Thiotrichales";"Thiotrichaceae";"Leucothrix";NA
"OTU_14665";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_14681";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_14683";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"UBA11361";NA
"OTU_14684";"Bacteria";"Omnitrophota";"Omnitrophia";"Omnitrophales";"UBA2337";"UBA2337";NA
"OTU_14687";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_1469";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_147";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_14702";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"UBA932";NA;NA
"OTU_14704";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";"GCA-002774445";NA
"OTU_14705";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"Pirellulaceae";"Pirellula_B";NA
"OTU_14706";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_14728";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Palsa-89";NA
"OTU_1473";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_14730";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA10030";"Fen-1298";NA
"OTU_14731";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_14732";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_14733";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Gallionellaceae";NA;NA
"OTU_14734";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";"Chthoniobacter";NA
"OTU_1474";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Polynucleobacter";NA
"OTU_14754";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_14755";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_14756";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";NA;NA
"OTU_14758";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";NA;NA
"OTU_1476";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_14761";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_14781";"Bacteria";"Bdellovibrionota";"Oligoflexia";"Silvanigrellales";"Silvanigrellaceae";"Silvanigrella";NA
"OTU_14783";"Bacteria";"Omnitrophota";"Omnitrophia";"Omnitrophales";"UBA2337";"XYB12-FULL-50-7";NA
"OTU_14784";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Phycorickettsia";NA
"OTU_14785";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"UBA1997";"UBA2645";NA
"OTU_14786";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14787";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Verrucomicrobiaceae";NA;NA
"OTU_14809";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";"Planktophila";NA
"OTU_14813";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14816";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Palsa-1439";"Palsa-1439";"Palsa-1439";NA
"OTU_14831";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_14832";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";"Paludibacter";NA
"OTU_14833";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Mucilaginibacter";NA
"OTU_14834";"Bacteria";"Bacteroidota";"Ignavibacteria";"Ignavibacteriales";"Melioribacteraceae";"Fen-1258";NA
"OTU_14836";"Bacteria";"Elusimicrobiota";"Endomicrobia";"Endomicrobiales";"XYA2-FULL-47-53";"XYA2-FULL-47-53";NA
"OTU_14840";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_14842";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14843";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_14845";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_14847";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA;NA
"OTU_14857";"Bacteria";"Acidobacteriota";"Holophagae";"Holophagales";"Holophagaceae";NA;NA
"OTU_14859";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Jatrophihabitantaceae";"Iso899";NA
"OTU_14860";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";NA;NA
"OTU_14861";"Bacteria";"Desulfobacterota_B";"Binatia";"HRBIN30";"HRBIN30";"HRBIN30";NA
"OTU_14862";"Bacteria";"Desulfobacterota_B";"Binatia";"HRBIN30";"HRBIN30";"HRBIN30";NA
"OTU_14864";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Rokubacteriales";"GWA2-73-35";NA;NA
"OTU_14867";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_14897";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";NA;NA
"OTU_14898";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"UBA11358";NA
"OTU_1492";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_14925";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7540";"UBA7540";"UBA7540";NA
"OTU_14927";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";"Nanopelagicus";NA
